idxAnalysis;T;Tabs;B;F;dx;dy;dz;D2;D3
0;0.533;25212.656;6.15492;114.956373158122;4.87278481012658;0.250189873417721;-0.0890522235846544;4.87920349837564;4.88001609393724
0;1.134;25213.257;6.15369;115.286352430087;4.86993670886076;0.2473417721519;-0.0731859852858297;4.87621384893657;4.87676303391943
0;1.733;25213.856;6.15123;115.893260714744;4.86253164556962;0.26107594936709;-0.0580669601943866;4.86953536341035;4.86988156194482
0;2.334;25214.457;6.15;116.674759708462;4.85443037974684;0.266202531645568;-0.0443248938843064;4.86172377862662;4.86192583200128
0;2.933;25215.056;6.15369;116.355833629746;4.85727848101266;0.278291139240505;-0.0440413523996618;4.86524410490249;4.86544343724286
0;3.533;25215.656;6.15492;116.672866406866;4.85316455696203;0.29132911392405;-0.0474219184351067;4.86190074657764;4.86213201259697
1;3.663;25215.786;3.69369;55.8566221396933;4.86227848101266;0.320189873417721;-0.0503952668900792;4.87280961889114;4.87307020931188
1;3.679;25215.802;3.69369;55.7081620644629;4.86360759493671;0.332784810126583;-0.0607366507643848;4.87497944276456;4.87535778257587
1;3.693;25215.816;3.7023;55.8083477937668;4.86569620253164;0.329240506329114;-0.0687252862304568;4.87682261788746;4.87730683997902
1;3.709;25215.832;3.74043;56.4669349854938;4.86974683544304;0.326582278481013;-0.07585062312925;4.88068542583164;4.88127478666735
1;3.723;25215.846;3.79701;57.6974146458266;4.87037974683544;0.328354430379747;-0.0762068407792117;4.88143580418045;4.8820306218741
1;3.739;25215.862;3.87573;59.5520588766709;4.86860759493671;0.331898734177214;-0.0757722375277394;4.87990744617394;4.8804956833506
1;3.753;25215.876;3.97782;61.8312058700929;4.86917721518987;0.334367088607594;-0.077129943212932;4.88064423031101;4.88125364337976
1;3.769;25215.892;4.10451;64.6983796583563;4.86974683544304;0.335759493670885;-0.0782316418994958;4.88130809096267;4.88193495129666
1;3.783;25215.906;4.24842;68.2403168746386;4.86582278481013;0.340379746835442;-0.0777541811373053;4.8777135776133;4.87833326638489
1;3.799;25215.922;4.41939;72.2279792995711;4.86715189873418;0.331898734177216;-0.0797520980890585;4.87845512176756;4.87910696462475
1;3.813;25215.936;4.6125;76.9706435749748;4.86316455696203;0.34506329113924;-0.0812488719259667;4.8753910800041;4.8760680432263
1;3.829;25215.952;4.82898;82.1053253655963;4.86354430379747;0.348417721518986;-0.0837420906632517;4.87600841915488;4.87672747253913
1;3.843;25215.966;5.06514;87.8962541544469;4.86392405063291;0.338101265822786;-0.083946437715806;4.87566094353127;4.876383561686
1;3.859;25215.982;5.32836;94.4614483663488;4.86170886075949;0.345379746835443;-0.0830002389346409;4.87396145002312;4.87466811752089
1;3.873;25215.996;5.61372;101.967383694122;4.85715189873418;0.343481012658227;-0.0807492719522002;4.86928164860421;4.8699511515368
1;3.889;25216.012;5.92122;109.902027753204;4.85544303797468;0.339620253164556;-0.0782505276907511;4.8673061349556;4.86793510191542
1;3.903;25216.026;6.2484;118.134319232442;4.85620253164557;0.33879746835443;-0.0750069959467909;4.8680064454481;4.86858427084971
1;3.918;25216.041;6.60018;127.739807308161;4.8503164556962;0.341645569620253;-0.0725054812187265;4.86233394735887;4.86287450593219
1;3.933;25216.056;6.97902;137.976236328911;4.8470253164557;0.336898734177215;-0.0730476017649304;4.85871949956495;4.85926857948563
1;3.949;25216.072;7.37016;147.986527165736;4.84879746835443;0.331265822784809;-0.0769999999999999;4.86010019798622;4.86071012656234
1;3.963;25216.086;7.79205;159.417681525799;4.84556962025316;0.331265822784809;-0.0814717353185761;4.85687986160515;4.85756313738911
1;3.979;25216.102;8.23485;172.098891647528;4.83816455696202;0.332848101265821;-0.083248604000059;4.84960041021524;4.85031488347177
1;3.993;25216.116;8.69733;184.191562038066;4.84018987341772;0.32113924050633;-0.0839999999999999;4.85083172482085;4.85155896826252
1;4.009;25216.132;9.18564;198.284434610493;4.8329746835443;0.322911392405064;-0.0842463447698148;4.84375020610323;4.84448279032264
1;4.023;25216.146;9.69732;211.979268450571;4.83367088607595;0.31012658227848;-0.0842629101018694;4.843609473516;4.84434236712815
1;4.039;25216.162;10.2336;227.552230197793;4.82708860759494;0.306012658227848;-0.0852504487992435;4.8367786979113;4.83752992875382
1;4.053;25216.176;10.7871;242.865063245987;4.82341772151899;0.311392405063291;-0.0869997422251625;4.8334587767141;4.83424168834594
1;4.069;25216.192;11.36643;258.651480357092;4.82196202531646;0.305189873417723;-0.0890033780892805;4.83161035602321;4.83243005471802
1;4.083;25216.206;11.9679;275.11453587478;4.81936708860759;0.304430379746837;-0.0907402569234023;4.82897266412504;4.82982512986685
1;4.099;25216.222;12.59151;292.306387624201;4.81575949367089;0.306075949367088;-0.0925033784324982;4.82547634826472;4.82636290209135
1;4.113;25216.236;13.23849;311.761947357638;4.80727848101266;0.294936708860758;-0.0940000368008964;4.81631747876331;4.81723469047954
1;4.129;25216.252;13.90761;330.189002361103;4.80373417721519;0.294430379746835;-0.0952467307194351;4.81274882929321;4.81369122748602
1;4.143;25216.266;14.6001;348.955353547519;4.80139240506329;0.289240506329113;-0.0940041644858662;4.81009657885379;4.81101505722458
1;4.159;25216.282;15.31719;370.236917110385;4.79291139240506;0.282531645569621;-0.0945455853008074;4.80123148225479;4.80216228525176
1;4.173;25216.296;16.05642;390.732871780951;4.78746835443038;0.286835443037974;-0.0964532372214445;4.79605335834112;4.79702314389097
1;4.189;25216.312;16.81164;411.243212142665;4.78360759493671;0.281582278481013;-0.104971661776417;4.79188795798594;4.79303758087362
1;4.203;25216.326;17.59392;432.077155253227;4.78012658227848;0.277468354430381;-0.114830551566113;4.78817280706489;4.78954954937191
1;4.219;25216.342;18.4008;453.487673901118;4.77670886075949;0.269810126582279;-0.121884655430821;4.78432284078579;4.7858751461038
1;4.233;25216.356;19.22982;473.767809324997;4.77569620253164;0.275759493670884;-0.125653328653505;4.78365106558001;4.78530106432464
1;4.249;25216.372;20.08467;495.832636369092;4.77284810126582;0.264936708860759;-0.12916271802175;4.7801956505418;4.78194034521401
1;4.263;25216.386;20.95551;518.81417494307;4.76740506329114;0.263607594936708;-0.13191117641504;4.77468742449203;4.77650924421439
1;4.279;25216.402;21.85218;541.39129467331;4.76373417721519;0.263797468354431;-0.13174814480462;4.77103263617828;4.77285134789863
